,Unnamed: 0.1,Unnamed: 0,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,cluster
120861,120861,120862,11,8,8,28,13,5,26,14,16,23,20,8,12,0,0,3,4,0,0,1
157772,157772,157773,22,2,2,24,5,16,26,40,16,40,8,3,17,5,0,8,0,3,0,3
97703,97703,97704,110,26,53,166,41,144,450,80,85,108,20,60,65,8,23,58,24,24,32,0
161845,161845,161846,32,7,10,28,6,13,39,33,24,41,4,0,13,7,0,11,7,3,0,3
118556,118556,118557,28,4,7,44,18,46,121,59,61,61,4,18,21,10,0,24,0,3,4,1
37174,37174,37175,502,44,68,649,259,194,596,696,338,644,533,202,500,42,23,61,53,43,53,4
119663,119663,119664,42,6,11,64,11,65,124,50,39,60,10,0,28,10,0,14,6,11,0,1
81681,81681,81682,90,37,35,105,49,21,48,113,40,49,8,10,80,22,0,6,8,0,3,0
113464,113464,113465,188,31,48,411,132,183,363,279,225,313,107,97,145,13,4,46,23,3,0,1
104025,104025,104026,16,0,5,17,0,14,77,22,20,41,5,8,8,0,0,8,4,3,0,1
26779,26779,26780,29,22,21,60,12,31,67,40,57,66,6,14,11,8,0,4,9,2,0,4
132709,132709,132710,33,0,2,15,5,15,36,48,30,42,5,15,32,0,0,3,0,0,0,1
113810,113810,113811,29,0,9,41,10,10,53,36,23,38,5,12,20,5,0,13,0,0,4,1
12357,12357,12358,4,0,0,40,7,7,62,4,28,22,10,20,3,0,4,7,0,17,4,2
145884,145884,145885,73,4,4,215,19,72,303,190,185,203,5,42,44,18,6,52,5,3,0,3
88173,88173,88174,73,52,101,132,60,90,160,49,22,79,13,18,26,8,5,18,38,15,0,0
148304,148304,148305,99,134,127,207,61,65,233,71,104,131,16,51,56,8,6,14,73,2,11,3
92365,92365,92366,92,23,30,200,63,102,334,115,145,185,35,62,65,12,3,31,11,1,3,0
59581,59581,59582,61,40,60,126,31,78,94,32,23,42,4,14,21,12,0,0,25,0,0,4
73894,73894,73895,125,22,22,164,27,194,381,202,128,221,43,71,39,11,2,53,11,7,4,0
951,951,952,128,15,15,85,41,50,192,213,125,146,8,35,88,68,15,44,9,0,3,2
11935,11935,11936,25,7,11,66,15,67,107,39,28,65,11,5,14,11,0,8,7,5,0,2
85599,85599,85600,93,10,10,35,47,18,110,86,59,71,1,30,72,50,0,4,0,4,1,0
76928,76928,76929,188,20,29,74,53,25,83,235,59,110,15,28,151,109,0,11,0,0,0,0
32434,32434,32435,69,23,20,43,18,11,30,63,12,32,6,7,59,26,0,4,8,0,0,4
150895,150895,150896,52,11,15,105,9,64,76,95,36,88,6,6,33,6,0,9,11,11,0,3
82706,82706,82707,64,46,54,176,64,85,163,33,46,30,0,20,24,3,6,12,16,0,4,0
13235,13235,13236,99,21,26,101,23,23,100,128,83,97,14,19,86,9,0,15,12,3,3,2
109523,109523,109524,36,13,5,19,21,15,61,26,14,27,38,19,33,0,0,0,2,0,4,1
74798,74798,74799,98,0,3,96,31,59,76,68,47,54,5,54,45,15,2,16,8,3,11,0
114396,114396,114397,43,10,10,17,0,8,25,48,0,36,0,10,52,4,0,4,0,0,0,1
147794,147794,147795,521,229,250,641,313,333,1180,476,367,572,226,228,262,74,85,145,146,82,49,3
140464,140464,140465,121,15,15,321,49,124,314,234,195,242,27,58,77,5,4,47,15,15,9,3
32180,32180,32181,75,0,3,47,8,32,70,117,49,121,8,17,34,5,0,13,0,12,0,4
95115,95115,95116,108,99,80,143,37,54,59,76,36,37,2,10,29,9,5,4,12,0,0,0
81732,81732,81733,63,13,27,153,31,98,196,93,88,122,17,26,35,7,3,9,9,3,0,0
33140,33140,33141,10,0,0,35,0,35,105,28,54,51,3,28,22,4,5,13,0,0,0,4
94172,94172,94173,511,55,173,1414,246,413,719,655,285,370,141,119,391,7,17,55,80,76,2,0
80864,80864,80865,277,32,105,640,144,753,1367,317,205,389,92,169,142,12,61,111,138,28,12,0
44951,44951,44952,20,0,0,15,0,8,144,52,82,51,4,22,22,15,3,36,0,4,0,4
115480,115480,115481,33,14,14,66,35,75,86,12,13,9,0,21,13,0,0,7,0,0,0,1
70321,70321,70322,45,4,4,18,9,27,71,77,52,72,5,17,14,8,0,12,0,0,4,0
3472,3472,3473,0,0,0,7,0,9,63,7,51,24,5,6,0,0,0,5,0,0,0,2
55868,55868,55869,41,8,14,40,17,23,42,56,19,68,0,15,20,0,0,0,4,0,0,4
159707,159707,159708,35,12,11,34,7,31,62,40,38,61,8,12,22,7,0,7,3,8,0,3
125804,125804,125805,205,199,244,336,125,197,233,87,49,80,37,12,13,44,0,13,97,5,0,1
154438,154438,154439,13,8,4,32,11,27,55,33,52,40,9,13,10,10,0,0,0,4,0,3
67808,67808,67809,126,61,53,181,52,62,228,149,119,104,32,46,110,43,3,38,12,11,1,0
144267,144267,144268,55,8,3,100,22,64,212,68,64,81,16,35,90,28,18,8,0,4,4,3
157821,157821,157822,828,426,416,624,410,318,767,766,243,526,132,140,647,99,9,82,108,45,13,3
140128,140128,140129,94,55,116,214,55,150,197,79,27,69,10,17,28,15,0,21,52,14,0,3
72632,72632,72633,25,0,0,5,5,0,47,66,34,57,9,4,17,4,0,22,0,4,0,0
62817,62817,62818,60,18,22,119,33,68,209,80,93,100,25,39,53,4,0,34,7,3,8,4
52365,52365,52366,132,30,32,146,33,77,219,157,103,164,29,61,124,45,0,27,9,3,2,4
35604,35604,35605,50,8,8,66,8,46,119,70,55,77,4,42,52,12,0,14,5,12,15,4
39514,39514,39515,12,4,4,17,9,18,22,14,0,26,7,9,29,0,0,0,4,0,0,4
145437,145437,145438,192,38,80,789,99,505,949,160,172,209,36,84,81,9,16,126,75,33,19,3
124812,124812,124813,208,27,37,132,27,21,96,260,49,201,79,36,381,0,0,26,0,15,9,1
77762,77762,77763,167,23,30,287,80,322,334,195,114,186,26,60,121,4,0,43,19,8,8,0
161323,161323,161324,42,16,20,21,32,0,21,33,4,3,2,0,10,4,0,7,3,0,0,3
72890,72890,72891,415,106,130,320,207,224,433,423,105,249,52,86,326,182,5,47,51,4,3,0
42228,42228,42229,679,380,401,638,322,130,286,657,130,429,156,122,602,178,72,44,132,14,5,4
15212,15212,15213,60,10,21,71,28,38,60,45,28,36,3,6,40,2,0,4,4,6,0,2
26754,26754,26755,31,17,17,65,6,54,157,49,68,60,0,18,42,21,0,15,3,4,3,4
76523,76523,76524,52,3,3,206,19,86,256,123,117,169,31,57,77,3,0,15,8,0,0,0
48250,48250,48251,193,19,19,192,39,121,409,303,230,256,26,94,194,67,27,44,20,5,19,4
81830,81830,81831,318,142,96,756,141,248,1106,477,331,481,90,127,257,126,128,74,34,40,11,0
156253,156253,156254,134,72,17,220,90,133,439,190,106,220,134,76,216,42,4,17,12,11,10,3
137981,137981,137982,16,0,0,20,8,7,38,41,36,25,7,17,19,12,0,0,0,0,0,3
97282,97282,97283,15,0,0,44,7,17,33,18,21,23,4,6,10,3,0,6,0,3,0,0
102352,102352,102353,140,9,22,155,38,55,169,203,157,152,19,22,81,0,0,49,8,14,20,1
10424,10424,10425,83,5,13,138,41,97,304,126,114,164,51,55,68,9,0,24,7,21,4,2
160960,160960,160961,34,5,9,62,14,46,94,67,44,82,8,9,18,10,0,27,5,13,0,3
85130,85130,85131,593,297,342,657,312,487,830,588,284,626,120,212,411,148,8,43,148,18,6,0
115582,115582,115583,94,15,20,51,26,14,54,106,26,74,11,30,122,20,0,3,0,4,0,1
36129,36129,36130,18,3,6,35,4,24,38,22,12,21,0,4,15,0,0,3,1,0,0,4
76091,76091,76092,184,63,140,719,171,384,964,127,200,227,104,102,82,12,18,106,116,4,4,0
108211,108211,108212,249,28,58,485,117,371,1394,334,384,483,72,191,119,14,29,209,55,28,28,1
152199,152199,152200,58,31,28,114,52,98,181,39,27,33,0,19,34,11,4,11,0,0,0,3
96603,96603,96604,23,0,0,26,10,2,19,43,21,12,2,5,25,0,0,0,0,7,0,0
45808,45808,45809,14,6,8,24,9,15,78,47,64,59,8,24,12,4,0,15,3,5,0,4
86619,86619,86620,334,106,84,566,204,201,594,516,346,460,103,126,286,52,4,53,43,23,26,0
41563,41563,41564,102,30,23,109,35,52,146,129,47,93,43,43,179,0,0,16,17,5,5,4
88046,88046,88047,334,99,111,414,133,217,362,481,183,391,119,101,248,49,10,43,33,6,8,0
54632,54632,54633,290,50,62,266,71,105,227,455,151,463,61,70,170,64,4,11,14,3,0,4
124352,124352,124353,90,107,147,134,75,81,58,37,11,23,4,0,11,9,0,0,97,3,0,1
61005,61005,61006,73,23,30,76,47,39,174,89,88,108,25,58,55,24,0,38,8,12,0,4
15509,15509,15510,52,12,24,50,23,54,83,34,15,39,11,14,33,6,4,12,6,0,0,2
138937,138937,138938,356,22,27,381,141,132,667,887,454,783,160,185,362,166,27,87,10,11,13,3
102243,102243,102244,119,31,58,134,62,76,131,112,62,85,17,25,70,17,0,16,23,3,3,1
70991,70991,70992,59,24,35,100,34,56,136,64,54,69,21,31,42,4,0,27,17,0,0,0
19916,19916,19917,35,0,0,40,6,24,183,80,119,161,25,55,37,4,32,24,0,3,8,2
143407,143407,143408,159,22,23,92,53,40,151,281,59,203,45,48,265,59,0,26,0,4,0,3
4878,4878,4879,7,0,3,31,9,10,43,8,6,9,0,8,12,0,0,5,0,0,4,2
1582,1582,1583,274,136,152,569,192,335,462,368,238,389,164,108,115,79,6,31,121,5,9,2
4689,4689,4690,7,0,3,27,6,23,61,4,16,10,3,7,4,3,0,0,0,0,0,2
91684,91684,91685,93,51,37,82,19,39,141,100,44,57,4,19,59,34,0,12,4,8,0,0
113955,113955,113956,29,0,0,25,0,11,41,42,27,44,0,0,17,3,0,12,0,3,0,1
127983,127983,127984,19,0,6,50,4,15,35,14,3,17,10,4,8,0,9,8,1,0,0,1
5393,5393,5394,99,29,43,216,38,137,203,149,86,142,43,41,54,10,0,15,19,18,0,2
148075,148075,148076,102,65,67,204,55,166,199,59,38,86,4,44,66,7,0,6,33,6,6,3
36457,36457,36458,72,9,52,128,128,29,89,86,15,100,209,26,82,0,0,17,18,0,0,4
32580,32580,32581,95,12,15,131,56,51,145,134,78,116,19,33,62,14,0,22,3,8,4,4
7164,7164,7165,37,0,0,95,9,113,92,48,29,38,3,9,20,0,0,16,0,0,0,2
111775,111775,111776,41,14,21,67,9,17,83,43,22,42,28,15,40,0,0,30,4,5,0,1
79662,79662,79663,10,4,6,59,6,50,98,7,10,26,10,12,4,0,7,9,32,0,0,0
99744,99744,99745,22,16,25,144,16,66,79,24,18,5,7,5,11,0,5,3,10,7,0,0
159144,159144,159145,35,3,6,66,12,32,77,53,30,57,3,7,25,0,0,4,3,0,0,3
102056,102056,102057,2,0,0,27,2,44,68,3,2,6,0,2,7,2,10,5,0,0,0,1
66693,66693,66694,20,0,0,59,13,16,41,72,59,32,0,0,8,16,0,5,0,4,0,0
138394,138394,138395,96,28,35,154,38,90,184,145,103,150,12,31,54,13,6,20,25,16,0,3
23905,23905,23906,250,32,34,253,81,105,374,315,171,291,94,106,226,57,6,64,11,15,8,2
132052,132052,132053,91,59,94,158,39,128,187,68,58,74,11,32,59,9,2,21,47,0,0,1
115096,115096,115097,349,156,218,290,159,139,349,419,125,274,41,32,220,4,5,44,92,47,0,1
42194,42194,42195,122,20,35,213,74,103,385,157,170,184,39,60,70,16,4,54,19,18,17,4
74961,74961,74962,202,4,4,96,43,67,323,274,103,200,17,50,246,91,8,57,5,4,0,0
63558,63558,63559,43,39,37,112,34,14,112,45,45,28,10,11,46,10,0,0,24,0,0,0
48460,48460,48461,3,0,3,35,3,32,40,6,13,13,3,0,0,0,0,0,0,0,0,4
67972,67972,67973,64,5,5,20,17,19,57,106,37,55,4,13,54,26,0,23,0,0,0,0
52135,52135,52136,28,21,25,56,22,39,43,13,11,17,0,6,12,23,0,0,1,0,0,4
25817,25817,25818,37,12,16,113,12,115,203,39,26,35,0,0,12,8,0,23,9,2,0,4
38050,38050,38051,251,48,82,406,102,331,909,247,216,284,75,144,153,3,8,164,105,88,61,4
5205,5205,5206,72,8,21,311,20,93,334,202,163,153,10,31,57,18,12,25,11,4,0,2
11735,11735,11736,14,3,9,45,10,22,66,17,16,27,3,3,9,3,3,5,0,0,0,2
80742,80742,80743,6,4,9,38,15,52,75,11,17,19,0,8,5,5,0,9,7,0,0,0
8008,8008,8009,65,16,51,90,32,45,75,99,41,101,14,18,28,6,2,10,16,3,0,2
128483,128483,128484,131,46,50,103,56,29,163,155,106,115,23,27,69,44,2,25,7,4,0,1
135821,135821,135822,16,6,0,26,4,4,36,46,26,36,7,12,29,7,0,7,0,0,0,3
70563,70563,70564,50,16,21,35,11,30,81,52,32,43,6,7,20,12,0,16,16,8,0,0
155479,155479,155480,167,8,4,87,35,39,186,356,177,308,62,72,230,35,8,29,0,2,8,3
19735,19735,19736,411,221,164,374,237,145,663,418,179,314,54,107,350,181,7,80,18,23,7,2
96857,96857,96858,356,130,137,482,194,191,473,461,229,390,125,123,234,28,7,79,54,12,4,0
75289,75289,75290,15,6,6,46,6,35,68,15,22,31,0,10,4,0,0,6,7,0,0,0
115880,115880,115881,19,3,5,19,15,19,34,36,20,23,4,6,6,0,0,9,0,4,0,1
37749,37749,37750,54,5,4,67,22,48,194,46,52,35,9,21,24,0,14,45,17,24,13,4
73381,73381,73382,169,46,50,233,70,153,218,191,83,126,21,27,106,22,0,26,23,8,7,0
60745,60745,60746,65,20,17,59,45,51,110,95,57,140,44,49,36,7,0,5,2,0,4,4
99921,99921,99922,3,0,1,25,1,19,43,11,5,21,5,6,3,0,0,11,0,0,0,1
99712,99712,99713,27,4,4,17,7,14,39,33,31,47,0,9,19,0,0,0,0,0,0,0
13680,13680,13681,26,7,7,25,10,9,22,26,8,15,9,4,13,0,0,4,2,0,0,2
71416,71416,71417,95,0,5,75,52,54,209,170,37,122,22,54,107,63,9,32,0,1,2,0
152836,152836,152837,19,8,8,20,12,24,24,34,14,32,0,4,30,11,0,0,0,0,0,3
114146,114146,114147,130,37,33,37,56,13,52,133,30,43,0,11,64,53,0,25,0,0,0,1
122912,122912,122913,431,29,39,338,141,164,627,722,256,647,164,190,824,175,0,56,12,17,8,1
60350,60350,60351,127,14,17,179,23,116,222,166,64,135,8,29,97,11,2,25,11,4,3,4
148636,148636,148637,173,58,62,212,108,84,170,190,98,114,81,34,136,28,1,16,50,11,0,3
149317,149317,149318,441,67,128,455,143,178,403,501,165,325,97,90,369,9,0,93,85,33,18,3
49677,49677,49678,87,1,14,205,48,75,237,160,72,147,67,48,116,14,0,42,10,24,2,4
6773,6773,6774,16,4,0,43,33,25,102,19,30,46,9,27,25,0,0,0,3,0,0,2
83735,83735,83736,252,198,162,230,92,67,85,228,50,73,24,12,141,105,0,16,13,3,0,0
48931,48931,48932,130,23,17,127,64,40,96,138,49,109,46,36,70,0,0,14,8,2,4,4
81693,81693,81694,948,512,408,795,481,303,737,918,202,407,103,140,663,317,8,54,95,11,3,0
121628,121628,121629,18,2,6,21,0,10,28,24,26,34,4,3,9,4,0,0,2,0,0,1
63787,63787,63788,89,33,36,30,38,18,60,106,34,70,8,31,66,58,0,4,0,0,0,0
111199,111199,111200,136,26,29,138,56,54,265,185,102,137,62,51,120,2,13,68,23,17,15,1
25716,25716,25717,8,10,17,58,8,42,53,19,8,23,9,5,1,4,0,7,4,0,0,4
109233,109233,109234,130,25,30,75,52,46,206,124,104,100,22,49,67,39,3,55,0,5,4,1
9887,9887,9888,246,43,45,157,93,55,240,275,108,193,14,67,236,107,0,35,19,11,2,2
119988,119988,119989,61,0,5,72,25,86,330,93,138,97,8,20,26,18,0,57,5,15,4,1
152279,152279,152280,17,0,0,18,0,31,51,25,13,31,0,0,7,0,0,5,0,0,0,3
76469,76469,76470,85,5,9,25,43,9,32,109,25,42,3,16,43,55,0,16,2,0,0,0
138124,138124,138125,65,6,5,25,40,17,67,52,19,24,2,8,26,25,6,18,0,0,0,3
75029,75029,75030,55,50,50,100,0,30,60,73,14,13,0,0,19,20,0,0,25,0,0,0
133807,133807,133808,14,12,20,74,9,44,93,12,17,13,4,9,4,0,11,13,19,7,0,3
15403,15403,15404,42,14,21,36,11,16,43,31,21,34,0,0,12,15,0,9,14,4,0,2
65368,65368,65369,13,7,7,18,3,15,27,28,22,37,4,0,15,3,0,6,7,3,0,0
15124,15124,15125,207,52,148,439,88,182,305,242,95,221,33,40,94,13,0,23,24,28,0,2
90567,90567,90568,76,31,37,86,32,60,127,120,57,139,17,16,40,13,0,16,32,4,0,0
8199,8199,8200,23,5,5,28,6,18,47,34,30,35,5,6,11,5,0,7,5,3,0,2
89718,89718,89719,90,20,20,110,37,70,99,122,47,88,8,27,59,21,4,10,9,0,2,0
131194,131194,131195,61,11,20,55,32,29,77,89,32,51,4,16,32,15,0,16,3,0,0,1
76158,76158,76159,45,10,10,37,5,29,73,56,26,51,5,13,44,0,0,22,0,13,9,0
90846,90846,90847,352,149,82,310,185,76,444,453,211,319,79,119,348,120,7,67,23,9,9,0
60812,60812,60813,125,28,55,735,92,607,1551,152,326,328,18,191,32,4,55,127,61,48,71,4
32139,32139,32140,20,0,8,54,21,32,98,59,75,74,15,45,20,2,0,7,4,0,20,4
130975,130975,130976,13,13,13,52,15,38,23,4,5,10,2,0,3,0,0,2,4,1,0,1
106835,106835,106836,144,43,83,243,55,149,266,176,92,184,33,37,64,15,2,34,35,20,3,1
153624,153624,153625,116,21,22,73,32,33,233,151,132,148,14,44,103,38,0,34,3,7,7,3
2964,2964,2965,150,12,46,417,116,183,544,146,139,168,94,91,99,0,20,39,23,27,25,2
83612,83612,83613,266,67,84,620,129,201,628,317,222,250,62,94,262,3,28,56,36,30,23,0
84993,84993,84994,20,16,9,35,9,19,29,11,5,8,2,8,8,0,0,4,12,0,0,0
79455,79455,79456,23,21,17,115,45,94,256,34,40,66,16,29,10,20,4,61,26,5,0,0
47224,47224,47225,139,26,55,281,89,270,390,137,64,146,31,58,111,30,4,32,16,3,0,4
140140,140140,140141,664,345,306,867,328,215,422,622,194,282,75,98,441,153,29,60,116,9,11,3
107104,107104,107105,185,81,149,570,101,408,337,157,90,150,26,54,62,16,4,10,52,8,0,1
158246,158246,158247,19,3,1,14,2,6,33,37,25,35,5,8,23,8,0,3,3,3,0,3
154836,154836,154837,45,5,0,22,11,29,86,111,48,60,4,14,35,0,52,14,4,16,0,3
7390,7390,7391,136,45,53,269,76,255,646,109,193,196,31,84,60,11,78,49,32,12,7,2
51634,51634,51635,462,132,195,677,176,142,305,489,132,287,87,53,391,5,4,79,63,47,6,4
45431,45431,45432,250,73,83,194,127,153,349,254,93,170,18,55,210,138,3,43,27,4,0,4
146673,146673,146674,142,4,16,45,22,45,247,158,57,76,18,21,61,0,0,58,11,18,0,3
135551,135551,135552,17,15,21,60,12,62,43,13,0,0,8,0,6,6,0,0,7,0,0,3
117483,117483,117484,209,220,310,280,156,140,212,124,47,52,36,7,102,11,2,5,187,4,0,1
84096,84096,84097,67,3,0,31,41,16,57,81,31,66,4,17,43,28,0,4,0,4,0,0
139733,139733,139734,288,53,63,236,129,120,211,354,152,230,17,70,134,69,0,30,18,33,9,3
100302,100302,100303,37,4,4,43,0,10,45,30,43,59,4,4,3,4,0,9,4,6,0,1
81023,81023,81024,44,4,15,62,11,33,73,57,44,65,10,13,30,9,0,19,4,14,0,0
102440,102440,102441,354,131,168,258,189,166,284,305,104,208,43,62,202,100,1,47,77,7,0,1
115619,115619,115620,461,25,34,196,176,31,326,730,179,524,225,82,507,165,0,87,13,8,6,1
147195,147195,147196,773,233,151,639,330,112,718,1147,431,680,178,127,631,183,8,138,40,77,19,3
84641,84641,84642,35,2,11,57,9,105,187,35,43,80,34,53,26,0,0,12,32,5,14,0
9187,9187,9188,40,0,0,55,12,37,243,68,114,95,16,47,74,0,3,26,0,0,17,2
148623,148623,148624,53,25,25,47,13,14,26,57,13,12,5,5,39,7,0,6,5,0,0,3
118072,118072,118073,59,17,49,85,29,76,123,45,7,34,5,7,14,11,0,16,14,10,0,1
97121,97121,97122,53,15,25,187,49,174,609,28,110,55,5,42,11,0,0,66,8,12,8,0
144329,144329,144330,219,53,66,139,100,69,280,309,154,212,25,55,112,55,4,68,23,6,0,3
123948,123948,123949,52,32,34,204,24,107,279,18,29,59,23,47,18,5,12,22,29,8,10,1
55164,55164,55165,16,0,0,15,5,0,39,31,17,38,10,14,17,3,0,0,3,3,0,4
155573,155573,155574,18,4,4,13,5,9,103,44,57,63,0,29,33,14,0,5,0,5,0,3
95114,95114,95115,28,4,4,29,15,23,48,26,14,21,4,16,30,0,0,2,0,3,0,0
104026,104026,104027,58,17,31,57,26,44,81,56,25,109,13,13,33,0,0,5,11,0,0,1
118703,118703,118704,6,1,1,18,5,12,33,8,7,14,3,2,0,0,0,9,0,0,0,1
115722,115722,115723,397,242,179,599,212,220,487,394,210,206,20,55,204,118,2,38,43,23,4,1
7819,7819,7820,285,61,49,169,126,158,605,387,232,383,61,144,287,96,4,69,8,24,12,2
40576,40576,40577,72,22,39,85,18,140,173,67,28,30,8,15,27,14,0,34,58,4,0,4
48313,48313,48314,121,32,32,150,46,75,232,108,90,122,11,38,47,2,11,49,13,3,11,4
132381,132381,132382,119,6,12,90,44,66,172,204,113,181,42,45,121,12,0,29,2,7,3,1
27434,27434,27435,45,24,34,88,31,53,76,57,30,62,7,13,22,10,0,17,21,7,0,4
57068,57068,57069,45,18,15,36,10,17,65,47,22,23,4,5,24,15,0,5,0,0,0,4
126443,126443,126444,105,59,26,91,61,44,78,130,59,76,34,23,68,37,3,13,7,0,0,1
88404,88404,88405,39,11,4,22,31,33,83,46,60,66,11,20,17,7,0,0,0,0,0,0
138035,138035,138036,44,29,49,55,32,33,82,40,24,32,0,3,18,11,4,17,24,7,0,3
144007,144007,144008,257,92,121,802,152,558,1061,172,174,158,53,70,150,36,165,65,78,5,7,3
158936,158936,158937,190,70,71,124,88,110,193,182,68,118,9,48,140,68,0,12,16,0,4,3
15215,15215,15216,66,2,3,111,52,240,370,70,64,84,9,38,67,23,0,15,8,7,0,2
108383,108383,108384,57,19,26,50,16,18,58,59,36,64,11,15,34,15,0,7,15,11,0,1
24786,24786,24787,13,0,0,18,0,5,114,55,63,60,5,11,19,3,1,29,0,13,8,4
77033,77033,77034,196,35,38,338,53,176,583,351,353,410,60,129,140,30,23,76,13,23,13,0
136900,136900,136901,576,98,98,902,293,431,1067,848,411,803,433,206,518,151,11,98,72,45,12,3
50365,50365,50366,90,30,28,45,39,25,71,81,32,47,0,19,47,18,0,4,2,3,0,4
43257,43257,43258,24,7,7,42,6,15,82,30,33,32,3,7,19,3,0,4,0,3,3,4
70367,70367,70368,51,21,50,94,20,51,69,33,16,59,23,7,15,0,0,0,13,0,0,0
54419,54419,54420,30,9,16,25,16,16,34,23,12,28,5,5,10,2,0,7,8,8,0,4
6208,6208,6209,103,34,34,62,21,34,118,130,70,76,9,15,61,52,0,30,0,0,0,2
27688,27688,27689,258,16,20,130,52,80,329,357,177,307,73,89,197,12,0,78,0,37,14,4
1441,1441,1442,158,22,27,235,80,111,428,223,183,275,44,100,135,26,76,89,14,7,1,2
111679,111679,111680,347,108,129,755,183,364,980,439,415,468,81,151,180,31,31,105,69,27,34,1
96328,96328,96329,17,8,19,36,3,10,27,39,20,39,1,1,11,0,0,4,5,8,0,0
28661,28661,28662,19,5,5,44,9,12,28,23,2,14,9,5,12,0,0,4,5,2,0,4
159152,159152,159153,94,3,11,59,28,38,118,154,43,109,34,16,95,5,0,18,3,10,0,3
34460,34460,34461,12,0,0,11,15,11,16,55,16,44,30,10,47,0,0,0,0,0,0,4
126757,126757,126758,41,6,10,100,27,24,109,56,89,71,3,21,31,7,0,5,0,5,0,1
35480,35480,35481,34,0,10,85,13,86,223,35,95,97,36,64,46,0,19,10,4,0,20,4
21079,21079,21080,64,29,7,12,7,9,48,102,14,63,13,21,161,16,0,0,0,2,0,2
86727,86727,86728,146,50,111,353,83,221,355,247,123,213,60,50,90,13,0,39,43,38,4,0
55526,55526,55527,97,58,45,76,73,36,87,77,39,56,41,32,62,8,0,11,8,2,0,4
39400,39400,39401,11,0,0,28,0,28,95,41,44,77,4,31,2,0,0,5,0,0,6,4
88817,88817,88818,0,0,0,35,0,33,60,13,23,20,0,4,5,0,0,11,0,0,0,0
56389,56389,56390,25,8,18,25,9,26,59,14,5,12,0,0,0,4,0,4,8,14,0,4
139164,139164,139165,371,136,177,248,185,76,171,327,42,135,33,32,184,42,0,27,33,0,0,3
157412,157412,157413,50,4,4,83,4,45,151,66,52,67,12,15,36,4,8,23,10,9,4,3
104508,104508,104509,45,8,11,56,14,17,35,58,31,47,4,0,28,5,0,10,3,2,0,1
69378,69378,69379,11,16,11,48,3,32,60,17,32,39,8,9,6,6,0,8,6,0,0,0
10140,10140,10141,155,94,277,122,68,21,85,5,0,0,5,2,6,8,0,3,31,4,0,2
25719,25719,25720,125,6,13,115,27,42,199,219,176,225,34,57,108,3,1,22,3,2,0,4
146520,146520,146521,168,52,69,336,89,99,205,202,118,159,23,50,121,35,0,16,22,3,4,3
44748,44748,44749,480,130,151,493,243,251,459,654,305,471,83,124,357,90,0,56,57,29,16,4
160195,160195,160196,84,24,36,115,50,32,107,113,88,120,14,63,94,23,0,10,3,4,9,3
19040,19040,19041,602,65,135,1495,263,518,1120,1196,731,1131,268,254,479,25,49,142,22,74,11,2
108193,108193,108194,132,41,92,973,113,282,247,183,93,61,23,14,84,0,9,20,50,27,0,1
40607,40607,40608,127,18,30,141,34,73,112,181,89,137,19,26,91,3,0,15,3,9,5,4
100826,100826,100827,148,81,77,237,59,115,549,207,271,240,35,63,62,37,24,83,20,18,8,1
123082,123082,123083,85,67,30,72,61,47,94,55,17,19,6,2,35,7,3,2,4,0,0,1
18542,18542,18543,25,16,22,56,25,45,28,32,9,10,3,0,13,4,0,3,16,0,0,2
26735,26735,26736,22,0,0,43,3,13,62,65,46,39,11,18,27,9,0,13,0,7,0,4
19308,19308,19309,114,28,92,305,77,224,277,103,31,25,7,6,63,8,0,20,122,27,0,2
127205,127205,127206,1266,544,366,980,623,244,1369,2260,923,1904,665,459,1164,401,28,150,51,52,8,1
50267,50267,50268,454,84,170,651,141,314,707,703,369,573,115,145,314,28,18,140,59,38,14,4
76906,76906,76907,39,13,13,55,24,51,101,52,42,53,4,7,29,7,0,8,4,0,0,0
82348,82348,82349,56,24,42,92,41,74,68,45,26,26,5,9,18,0,0,5,26,3,0,0
45931,45931,45932,39,8,13,60,12,31,148,54,32,65,24,24,18,0,0,20,5,0,0,4
39943,39943,39944,83,12,15,192,39,226,425,205,155,269,54,104,108,47,4,31,10,0,0,4
3725,3725,3726,211,57,128,1151,132,652,999,234,269,270,32,165,82,26,90,71,84,21,29,2
117728,117728,117729,42,0,0,25,0,3,26,50,27,46,5,9,25,3,0,4,0,3,0,1
78795,78795,78796,35,0,5,57,8,46,106,45,19,41,16,23,10,0,0,13,5,0,0,0
87766,87766,87767,186,54,76,475,97,279,489,152,94,122,30,55,107,11,39,59,41,13,7,0
140738,140738,140739,10,2,2,26,7,16,45,26,12,13,5,7,11,0,0,8,2,0,0,3
20670,20670,20671,39,3,10,42,17,29,35,35,4,27,3,3,10,0,0,0,6,0,0,2
120126,120126,120127,173,58,44,143,78,57,163,236,89,159,82,52,155,35,8,29,8,3,0,1
27407,27407,27408,210,43,44,237,80,82,232,317,149,236,48,57,183,14,3,67,16,14,12,4
21634,21634,21635,94,14,32,104,25,51,168,139,92,173,21,31,51,5,1,27,14,15,0,2
67146,67146,67147,42,0,6,78,3,43,74,70,56,92,8,11,29,5,0,8,0,7,0,0
36076,36076,36077,388,144,135,614,203,280,891,459,319,458,133,176,387,35,58,143,47,20,12,4
